RESPONSE,ANNUAL_INCOME,SMART_BANKING,NUM_DEBITS_MTD,LOAN,LOAN_TO_VALUE_RATIO,MORTGAGE_AGE,OCC_PROF,AGE_PRIMARY,BUYING_POWER,OWN_CAR,USE_CREDIT_CARD,CONSUMER_FINANCING,EDUCATION_LEVEL,MEAN_PROPERTY_VALUE,SPENDABILITY_INDEX,PHIGH,PMASS,SAVINGS_ACCTN,TEASER_RATE,OWCUSTID,CLUSTERID
0,362,0,,,,,,,,,,,,,,0,0,1,3.99,1000000000,1
0,324,0,,,,,,16,8,N,Y,N,M,0,L,0,0,0,9.35,1000000000,1
0,180,0,79.76,,,,0,7,8,N,Y,N,M,0,,0,0,0,9.35,1000000000,1
0,,0,,,,,,,1,,,,H,0,,,,,3.99,1000000000,2
0,360,0,83.08,,,,,15,7,N,,N,L,0,L,1,0,1,2.99,1000000000,3
0,728,1,-1234,,,,,12,8,N,Y,Y,M,0,H,0,1,0,9.35,1000000000,1
0,871,0,-55.11,,0.7,8,,13,3,,Y,N,H,0,,1,0,0,2.99,1000000000,3
0,300,0,1.33,,,,,,,,,,,,,0,0,1,9.35,1000000000,1
0,360,1,195.7,,,,,11,10,N,Y,N,L,0,L,0,0,0,3.99,1000000000,1
1,612,0,278.3,,0.4913,9,,17,3,N,Y,N,H,0,M,1,0,1,9.35,1000000000,3
0,715,0,799.2,,,,,12,7,N,,,M,0,,0,0,0,9.35,1000000000,1
0,350,0,,,,,,25,10,N,Y,N,L,0,L,0,0,0,3.99,1000000000,1
0,264,1,-38,,,,,27,9,N,,,L,1,,0,0,1,9.35,1000000000,1
0,,0,792.8,,0.6,8,,,,,,,,,,,,,9.35,1000000000,3
0,,0,6.51,,,,,12,7,,,,L,0,,0,0,1,3.99,1000000000,1
0,305,0,,,,,,,,,,,,,,0,0,0,9.35,1000000000,1
0,619,0,120,,,,,14,4,N,Y,N,M,0,H,0,0,1,9.35,1000000000,1
0,1699,0,123.2,,0.8481,6,0,11,9,N,Y,Y,M,0,H,1,0,0,2.99,1000000000,3
1,1699,0,123.2,,0.8481,6,0,11,9,N,Y,Y,M,0,H,1,0,0,9.35,1000000000,3
1,892,0,,,,,,,,,,,,,,1,0,1,3.99,1000000000,3
0,614,0,,,,,,10,10,N,,N,L,0,L,0,0,0,9.35,1000000000,1
1,482,0,,,,,,13,6,N,Y,,M,0,,0,0,0,3.99,1000000000,1
0,390,1,,,,,,19,8,N,Y,,M,0,,0,0,0,3.99,1000000000,1
1,1105,1,11.5,,,,,,,,,,,,,0,0,0,9.35,1000000000,1
1,520,0,,,,,,11,7,N,Y,N,M,0,M,0,0,0,3.99,1000000000,1
0,390,1,15.45,,,,,19,8,N,Y,,M,0,,0,0,0,9.35,1000000000,1
1,409,0,,,,,,,,,,,,,,0,1,0,9.35,1000000000,1
0,402,1,,,,,0,9,4,N,Y,N,M,0,M,0,0,1,3.99,1000000000,1
0,173,0,-0.98,,,,,23,8,N,Y,Y,M,0,L,0,0,1,3.99,1000000000,1
0,612,0,246.9,,,,,21,8,N,Y,Y,M,0,H,0,0,0,9.35,1000000000,1
1,230,0,,,0.5778,5,,19,10,N,Y,,L,1,,0,1,0,9.35,1000000000,1
0,614,0,,,0.5273,5,,10,10,N,,N,L,0,L,0,0,0,9.35,1000000000,1
0,335,0,,,,,,25,7,N,,N,M,0,,0,0,1,9.35,1000000000,1
0,277,0,17.3,,,,,18,8,N,,,M,0,,0,0,0,3.99,1000000000,1
0,408,0,-86.33,,,,,14,10,,,Y,L,0,,0,0,1,3.99,1000000000,1
0,197,0,-44.89,,,,,11,8,,Y,N,M,0,,0,0,1,9.35,1000000000,1
1,349,0,,,0.5926,5,,10,,N,Y,Y,,W,,0,0,0,9.35,1000000000,1
0,780,0,,,,,,13,7,N,Y,Y,M,0,H,1,0,0,9.35,1000000000,3
1,425,1,,,,,,21,9,N,Y,N,L,0,M,1,0,0,9.35,1000000000,3
1,579,0,16.55,,,,,18,6,N,Y,Y,M,0,M,1,0,0,2.99,1000000000,3
0,137,0,,,,,,,,,,,,,,0,0,0,9.35,1000000000,1
1,254,0,166.1,,,,,13,9,N,,N,M,0,M,0,0,0,3.99,1000000000,1
0,576,0,,,,,0,13,9,N,Y,N,L,1,H,0,0,0,3.99,1000000000,1
1,468,0,99.1,,,,0,11,8,N,Y,Y,M,0,L,0,1,1,5.9,1000000000,1
0,365,0,,,,,,13,8,N,Y,N,M,0,M,0,1,1,2.99,1000000000,1
1,415,0,,,,,,,,,,,,,,0,1,0,9.35,1000000000,1
1,264,0,57.09,,,,,14,8,N,Y,Y,M,0,L,1,0,0,9.35,1000000000,3
0,283,0,-17.89,,0.48,11,,12,9,N,,N,L,0,L,0,1,1,2.99,1000000000,1
1,339,1,121.7,,0.9081,2,0,19,5,N,Y,N,M,0,,0,0,1,3.99,1000000000,1
0,,0,,,,,,20,5,,,,M,0,,,,,9.35,1000000000,3
0,,0,,,0.7,2,,,,,,,,,,,,,2.99,1000000000,1
0,,0,,,,5,,13,8,N,Y,N,M,0,M,0,0,0,9.35,1000000000,1
0,612,0,,,,,,21,8,N,Y,Y,M,0,H,0,0,0,9.35,1000000000,1
0,510,1,73.55,,0.6267,7,,6,2,N,Y,Y,H,0,H,1,0,1,2.99,1000000000,3
1,510,1,73.55,,0.6267,7,,6,2,N,Y,Y,H,0,H,1,0,1,10.1,1000000000,3
1,1105,1,,,0.5667,2,,,,,,,,,,0,0,0,9.35,1000000000,1
0,240,0,114.3,,,,,19,4,N,Y,,M,0,,0,0,0,9.35,1000000000,1
0,482,0,,,0.3,14,,13,6,N,Y,,M,0,,0,0,0,9.35,1000000000,1
0,827,1,,,,,,14,6,N,Y,N,M,0,,0,0,0,10.1,1000000000,1
0,827,1,,,,,,14,6,N,Y,N,M,0,,0,0,0,9.35,1000000000,1
0,249,0,-0.13,,0.5464,31,,,8,,Y,N,M,0,,0,0,1,3.99,1000000000,1
1,,0,244.2,,0.6333,3,,7,10,,,Y,L,1,,0,0,0,3.99,1000000000,1
0,,0,,,0.8284,0,,10,1,,Y,N,H,0,,,,,10.1,1000000000,2
1,264,0,,,0.7075,9,,14,8,N,Y,Y,M,0,L,1,0,1,9.35,1000000000,3
1,,0,,,0.7171,1,,,,,,,,,,0,0,0,9.35,1000000000,1
0,203,0,,,,,,20,9,N,,,L,1,,0,0,0,3.99,1000000000,1
1,892,0,289.2,,0.6655,3,,,,,,,,,,1,0,1,3.99,1000000000,3
1,425,1,144.2,,0,28,21,9,,N,Y,N,L,0,M,1,0,0,9.35,1000000000,3
1,310,0,-569.3,,,,,16,6,N,,N,M,0,L,0,1,0,9.35,1000000000,1
0,432,0,-130.1,,,,,7,10,N,,,L,1,,0,0,0,5.9,1000000000,1
1,278,0,-67,,0,16,14,8,,,,,L,0,,0,0,1,3.99,1000000000,1
0,540,0,-99.83,,,2,,18,4,,Y,N,M,0,,0,1,0,9.35,1000000000,1
1,,0,-121.7,,0.662,0,,6,6,N,,,M,0,,0,1,1,3.99,1000000000,1
0,490,0,-21.22,,,,,19,8,N,Y,N,M,0,M,0,0,0,3.99,1000000000,1
0,504,0,,,,,0,19,9,N,Y,,L,1,,0,0,0,9.35,1000000000,1
0,504,0,,,,,0,19,9,N,Y,,L,1,,0,0,0,3.99,1000000000,1
1,355,0,341.8,,0.5333,15,0,12,8,N,Y,,M,0,,0,0,1,9.35,1000000000,1
0,,0,-10.25,,,,,16,1,N,Y,N,H,0,,0,0,0,3.99,1000000000,2
1,320,0,,,0.0676,5,,16,8,N,,N,M,0,M,0,0,0,5.9,1000000000,1
0,663,0,79.63,,,,0,18,8,N,Y,N,L,1,M,0,0,0,3.99,1000000000,1
0,504,0,-277.7,,,,0,19,9,N,Y,,L,1,,0,0,1,3.99,1000000000,1
0,300,0,1039,,,,,,,,,,,,,0,0,0,9.35,1000000000,1
1,879,0,1948,,,,,20,6,N,,N,M,0,,1,0,1,9.35,1000000000,3
1,985,1,-125.4,,0.5956,3,0,19,1,N,,N,H,0,M,0,1,0,2.99,1000000000,2
1,,0,,,,,,13,3,,Y,N,M,0,,,,,3.99,1000000000,1
1,452,1,200.3,,,,0,17,3,N,Y,N,H,0,M,1,0,1,9.35,1000000000,3
0,640,0,15.16,,,,,15,8,N,,N,M,0,,0,0,1,3.99,1000000000,1
0,,0,,,,8,0,15,4,N,Y,N,M,0,L,0,0,0,5.9,1000000000,1
0,,0,,,,,,,,,,,,,,,,,9.35,1000000000,3
0,255,0,,,,,,6,6,N,,N,M,0,L,0,0,1,9.35,1000000000,1
0,,1,161.6,,,,,14,10,N,Y,N,L,0,L,0,0,1,3.99,1000000000,1
0,528,0,,,,,,21,8,N,Y,N,M,0,L,0,0,1,9.35,1000000000,1
0,159,0,,,,,,25,8,,Y,N,M,0,,0,0,0,9.35,1000000000,1
1,394,1,-206.2,,1,0,0,11,5,N,Y,,M,0,,1,0,0,3.99,1000000000,3
0,484,0,94.49,,,,,,,,,,,,,0,0,0,3.99,1000000000,1
0,588,0,,,,,,,,,,,,,,0,0,0,3.99,1000000000,1
0,516,1,-3.91,,0.6703,2,,15,7,N,Y,,M,0,,0,0,1,3.99,1000000000,1
1,318,0,-268.7,,0.6873,4,0,11,7,N,Y,N,L,0,L,0,1,1,5.9,1000000000,1
0,700,1,174.1,,,,,10,8,,,,M,0,,0,0,0,3.99,1000000000,1
0,588,0,901.8,,,,,,,,,,,,,0,0,0,3.99,1000000000,1
0,400,0,-235.8,,0.1667,5,,13,8,N,,N,L,1,,0,0,0,10.1,1000000000,1
0,400,0,-235.8,,0.1667,5,,13,8,N,,N,L,1,,0,0,0,9.35,1000000000,1
0,676,0,,,,,,16,9,,,,L,1,,0,0,0,9.35,1000000000,1
1,676,0,,,,,,16,9,,,,L,1,,0,0,0,3.99,1000000000,1
1,522,0,,,,,,14,7,N,,N,M,0,M,1,0,0,9.35,1000000000,3
0,625,1,-6163,,0.9481,11,0,10,2,Y,Y,N,H,0,,0,0,1,5.9,1000000000,2
0,528,0,,,0.7176,6,,10,8,,Y,Y,M,0,,0,0,0,9.35,1000000000,1
1,676,0,,,,,,16,9,,,,L,1,,0,0,0,3.99,1000000000,1
0,,0,,,,,,,,,,,,,,,,,3.99,1000000000,1
0,230,0,-18.14,,,,,11,8,N,Y,N,M,0,L,0,0,1,3.99,1000000000,1
1,456,0,,,0.5,8,12,9,,,,,L,1,,1,0,0,9.35,1000000000,3
0,,0,,,,,,27,7,N,Y,Y,M,0,M,0,0,0,3.99,1000000000,1
0,666,1,,,,,,22,4,N,,Y,M,0,L,0,0,1,9.35,1000000000,1
1,717,0,,,,,0,16,3,N,Y,,H,0,,0,1,1,9.35,1000000000,1
0,574,1,285.7,,,,0,9,8,N,Y,Y,M,0,,0,0,1,10.1,1000000000,1
0,450,1,,,,,,9,8,N,,Y,M,0,,0,0,0,9.35,1000000000,1
0,535,0,,,,,,18,8,N,Y,,M,0,,0,0,0,9.35,1000000000,1
1,,0,,,0.5333,14,,,9,,Y,Y,L,1,,0,1,0,9.35,1000000000,1
1,728,0,60.13,,,,,14,3,N,Y,N,H,0,L,1,0,1,9.35,1000000000,3
1,223,0,,,0.7791,24,,15,8,N,Y,N,M,0,L,0,0,0,3.99,1000000000,1
1,589,0,4.07,,,,,18,3,N,Y,N,M,0,L,0,1,0,9.35,1000000000,1
1,,0,837.9,,,,0,5,9,N,Y,Y,L,1,M,0,1,1,9.35,1000000000,1
0,697,0,,,,,,12,8,N,Y,,L,0,,0,0,1,3.99,1000000000,1
0,286,0,-37.78,,,,,12,9,N,Y,Y,L,1,L,0,0,0,2.99,1000000000,1
1,286,0,-37.78,,,,,12,9,N,Y,Y,L,1,L,0,0,0,3.99,1000000000,1
1,588,0,,,,,,5,3,N,,Y,M,0,M,0,1,0,9.35,1000000000,1
0,240,0,,,,,,12,8,N,Y,N,M,0,H,0,1,0,2.99,1000000000,1
0,,0,182.8,,,,0,13,8,N,Y,N,M,0,L,0,0,1,3.99,1000000000,1
0,684,0,1012,,,,,9,8,N,,N,M,0,H,0,0,1,3.99,1000000000,1
1,522,0,0,,,,,14,7,N,,N,M,0,M,1,0,0,9.35,1000000000,3
0,879,1,,,,,,16,1,N,Y,N,H,0,M,0,0,1,9.35,1000000000,2
1,879,1,,,,,,16,1,N,Y,N,H,0,M,0,0,1,3.99,1000000000,1
0,300,0,-193.2,,,,,10,9,N,Y,N,L,1,,0,0,0,2.99,1000000000,1
0,300,0,-193.2,,,,,10,9,N,Y,N,L,1,,0,0,0,3.99,1000000000,1
0,499,0,-89.86,,,,,17,8,N,Y,N,M,0,M,1,0,0,9.35,1000000000,3
0,265,0,,,,,,12,4,,,,M,0,,0,0,0,9.35,1000000000,1
0,265,0,,,,,,12,4,,,,M,0,,0,0,0,3.99,1000000000,1
1,879,1,285.6,,,,,16,1,N,Y,N,H,0,M,0,0,0,3.99,1000000000,2
1,483,1,-31.07,,,,,10,4,N,Y,,M,0,,0,0,0,3.99,1000000000,1
1,,0,-2733,,,,,8,7,N,,N,M,0,,1,0,1,3.99,1000000000,3
0,286,0,,,,,,12,9,N,Y,Y,L,1,L,0,0,0,9.35,1000000000,1
1,286,0,,,,,,12,9,N,Y,Y,L,1,L,0,0,0,3.99,1000000000,1
0,1503,0,-10.04,,,,,18,4,N,,Y,M,0,M,0,0,0,3.99,1000000000,1
0,397,0,,,,,,10,5,N,Y,Y,M,0,L,0,0,0,3.99,1000000000,1
0,864,0,,,,,0,13,8,N,,,M,0,,0,0,0,3.99,1000000000,1
1,589,0,,,,,,18,3,N,Y,N,M,0,L,0,1,0,9.35,1000000000,1
1,282,0,-7115,,,,,11,3,N,,N,M,0,M,1,0,0,3.99,1000000000,3
0,480,0,,,,,,10,8,N,Y,N,M,0,,0,0,0,3.99,1000000000,1
1,531,1,-247.7,,,,,11,4,N,Y,N,M,0,L,0,1,1,9.35,1000000000,1
0,,0,,,,,,19,4,,,,M,0,,,,,9.35,1000000000,3
1,396,0,-2715,,,,,22,5,,,,H,0,,0,0,1,3.99,1000000000,1
0,600,0,265.2,,0,22,15,4,,N,Y,N,M,0,M,0,0,1,3.99,1000000000,1
1,,0,,,0.6452,1,,13,5,N,Y,N,M,0,,0,0,0,9.35,1000000000,1
1,531,1,,,0.6274,4,,11,4,N,Y,N,M,0,L,0,1,1,9.35,1000000000,1
0,541,1,,,,,,10,8,N,Y,Y,M,0,H,0,0,0,9.35,1000000000,1
1,541,1,,,,,,10,8,N,Y,Y,M,0,H,0,0,0,3.99,1000000000,1
0,285,0,,,,,,26,8,N,Y,,M,0,,0,0,0,3.99,1000000000,1
1,504,1,78.87,,0.2181,,,,6,,,,M,0,,0,0,0,3.99,1000000000,1
0,499,0,,,,,,17,8,N,Y,N,M,0,M,1,0,0,9.35,1000000000,3
1,769,0,,,,,,16,7,N,,Y,M,0,,1,0,1,9.35,1000000000,3
1,540,0,-116.6,,0,2,9,5,,,Y,Y,M,0,,0,1,1,9.35,1000000000,1
0,468,0,,,,,,14,8,N,Y,Y,M,0,M,0,0,0,9.35,1000000000,1
0,2160,0,22.8,,0.4433,7,,14,7,,,,M,0,,0,1,0,9.35,1000000000,1
0,,0,,,,,0,17,7,N,Y,,M,0,,,,,10.1,1000000000,1
0,,0,270.2,,,,,19,4,,,,M,0,,,,,9.35,1000000000,3
0,,0,118.2,,,,,,,,,,,,,,,,2.99,1000000000,1
1,717,0,-244,,0.6667,9,0,16,3,N,Y,,H,0,,0,1,0,9.35,1000000000,1
1,483,1,-85.19,,0.7839,5,,10,4,N,Y,,M,0,,0,0,0,3.99,1000000000,1
0,541,1,556.7,,,,,10,8,N,Y,Y,M,0,H,0,0,0,9.35,1000000000,1
1,541,1,556.7,,,,,10,8,N,Y,Y,M,0,H,0,0,0,3.99,1000000000,1
1,241,1,,,,,,14,3,N,Y,,H,0,,0,0,0,3.99,1000000000,1
1,,0,,,,,,,,,,,,,,0,1,1,3.99,1000000000,1
0,940,1,,,,,,19,1,,Y,N,H,0,H,0,0,1,9.35,1000000000,2
0,940,1,,,,,,19,1,,Y,N,H,0,H,0,0,1,3.99,1000000000,2
1,543,0,18.94,,,,,16,2,N,,,H,0,,0,0,1,3.99,1000000000,1
0,1440,0,224.8,,,,,,,,,,,,,0,0,0,3.99,1000000000,1
0,396,0,,,,,,16,8,,,,M,0,,0,0,0,3.99,1000000000,1
0,1440,0,,,,,,,,,,,,,,0,0,0,3.99,1000000000,1
0,940,1,-75.21,,,,,19,1,,Y,N,H,0,H,0,0,1,9.35,1000000000,2
0,,1,,,,,,15,8,N,Y,N,M,0,M,0,0,0,3.99,1000000000,1
0,381,0,,,,,,11,6,Y,,N,M,0,L,0,0,0,9.35,1000000000,1
0,319,0,-75.11,,0.1083,6,,8,5,N,,N,M,0,,0,0,0,9.35,1000000000,1
1,241,1,194.1,,0.4267,15,,14,3,N,Y,,H,0,,0,0,0,3.99,1000000000,1
0,381,0,,,,,,11,6,Y,,N,M,0,L,0,0,0,3.99,1000000000,1
1,543,0,160.1,,0.2188,20,,16,2,N,,,H,0,,0,0,1,3.99,1000000000,1
0,287,0,-68.92,,,,,19,7,,Y,Y,L,0,H,0,0,0,3.99,1000000000,1
0,799,0,-40.79,,,,,21,8,,,,M,0,,0,0,0,3.99,1000000000,1
1,279,1,39.54,,0.6522,6,,13,9,N,Y,N,M,0,M,0,0,0,3.99,1000000000,1
0,304,1,123.3,,0.6167,5,0,9,8,N,Y,N,M,0,H,0,0,1,9.35,1000000000,1
0,250,0,-1094,,0.1222,7,0,11,6,,,,M,0,,1,0,0,5.9,1000000000,3
1,250,0,-1094,,0.1222,7,0,11,6,,,,M,0,,1,0,0,10.1,1000000000,3
0,,0,,,,,,7,8,,,,L,0,,,,,9.35,1000000000,1
1,480,1,70.34,,0.4167,20,,15,2,N,Y,N,H,0,L,0,0,0,3.99,1000000000,1
1,,0,,,,,,10,9,N,Y,Y,L,0,,0,1,0,3.99,1000000000,1
1,420,0,-38.17,,0.5951,6,0,12,3,N,Y,,H,0,,0,0,1,9.35,1000000000,1
0,304,1,,,,,0,9,8,N,Y,N,M,0,H,0,0,1,9.35,1000000000,1
0,298,0,,,,,,16,5,,Y,N,M,0,,0,0,0,10.1,1000000000,1
1,279,1,,,0.6615,6,,13,9,N,Y,N,M,0,M,0,0,0,3.99,1000000000,1
1,1440,1,,,,,,14,4,N,Y,N,M,0,M,0,0,0,3.99,1000000000,1
1,381,0,,,,,,12,6,N,Y,N,M,0,M,0,0,0,3.99,1000000000,1
0,,0,-163,,,,,9,7,,,,L,0,,,,,3.99,1000000000,1
0,388,0,0,,,,,,,,,,,,,0,0,0,9.35,1000000000,1
1,1020,0,,,,,,18,3,N,Y,N,H,0,M,1,0,0,9.35,1000000000,3
0,100,0,,,,,,23,8,N,Y,N,M,0,M,0,0,0,9.35,1000000000,1
0,259,0,-445.9,,,,,,,,,,,,,0,0,1,3.99,1000000000,1
0,684,1,367.3,,,,,9,4,N,Y,N,M,0,M,0,0,1,3.99,1000000000,1
0,300,0,-21.61,,,,,,8,N,,,M,0,,0,0,1,3.99,1000000000,1
1,,1,68.47,,,,,13,7,,Y,N,M,0,,0,0,1,3.99,1000000000,1
0,,0,,,,,,9,7,,,,L,0,,,,,9.35,1000000000,1
0,420,0,166.1,,0,9,13,7,,,,,M,0,,0,0,0,2.99,1000000000,1
1,420,0,166.1,,0,9,13,7,,,,,M,0,,0,0,0,3.99,1000000000,1
1,408,0,-236.6,,,,,,8,,,,L,0,,0,0,0,3.99,1000000000,1
0,316,0,215.2,,,,,,,,,,,,,0,0,0,9.35,1000000000,1
0,512,0,184.3,,0.7412,16,,12,9,N,Y,Y,L,0,H,0,1,0,2.99,1000000000,1
0,,0,,,0.5,18,12,8,,N,Y,N,M,0,H,,,,9.35,1000000000,1
0,342,0,247.6,,,,,12,8,,Y,Y,M,0,,0,0,0,3.99,1000000000,1
1,660,1,87.14,,0.2449,6,,6,9,,,,L,0,,0,1,1,9.35,1000000000,1
0,,0,,,0.3385,8,,,,,,,,,,,,,9.35,1000000000,3
0,,0,,,0.7209,1,,10,4,,Y,Y,M,0,,0,1,0,10.1,1000000000,1
1,588,0,,,0.8222,6,,14,8,,Y,N,L,0,,0,1,0,9.35,1000000000,1
1,840,0,363.4,,0.5,7,14,9,,N,Y,,L,0,,0,0,0,3.99,1000000000,1
1,540,0,128.1,,0.4,13,,11,8,N,Y,N,L,0,H,1,0,0,2.99,1000000000,3
0,,0,,,,,,,,,,,,,,0,0,0,3.99,1000000000,1
0,256,0,-27.21,,,,,,9,,,,L,1,,0,0,1,2.99,1000000000,1
0,256,0,-27.21,,,,,,9,,,,L,1,,0,0,1,3.99,1000000000,1
0,108,0,14.77,,,,,10,10,,,,L,0,,0,0,0,3.99,1000000000,1
1,300,0,-115.5,,0,10,0,9,4,N,Y,N,M,0,H,1,0,0,2.99,1000000000,3
1,352,1,,,0.576,5,,21,10,N,,,L,1,,0,0,1,3.99,1000000000,1
0,552,0,54.98,,0.7394,6,,15,5,,Y,N,M,0,,0,0,1,10.1,1000000000,1
0,718,1,382.4,,,,,10,8,N,,,M,0,,0,0,1,10.1,1000000000,1
0,718,1,382.4,,,,,10,8,N,,,M,0,,0,0,1,3.99,1000000000,1
0,,0,,,0.6654,2,,15,6,N,,N,M,0,,0,1,0,10.1,1000000000,1
1,216,0,-213.8,,0.7253,9,,21,7,N,,,M,0,,0,0,1,3.99,1000000000,1
0,382,0,-31.04,,,,,,,,,,,,,0,0,1,9.35,1000000000,1
0,382,0,-31.04,,,,,,,,,,,,,0,0,1,3.99,1000000000,1
1,1272,0,-71.83,,,,,,7,,,,M,0,,1,0,0,9.35,1000000000,3
0,285,0,-688.9,,,,,17,8,N,Y,,M,0,,0,0,1,3.99,1000000000,1
1,1272,0,,,,,,,7,,,,M,0,,1,0,0,9.35,1000000000,3
1,588,0,487.7,,0.6894,7,,14,8,,Y,N,L,0,,1,0,1,9.35,1000000000,3
0,,0,38.66,,,,,,,,,,,,,,,,3.99,1000000000,1
1,840,0,470.8,,,,,12,4,N,Y,N,M,0,M,1,0,0,9.35,1000000000,3
0,460,0,,,,,,13,5,N,,Y,M,0,H,0,0,0,3.99,1000000000,1
1,660,1,-53.3,,,,,6,9,,,,L,0,,0,1,1,9.35,1000000000,1
0,,1,31.34,,,,,17,8,N,,N,M,0,M,0,0,1,3.99,1000000000,1
0,480,0,671.4,,,,,8,8,N,Y,N,M,0,H,0,1,1,9.35,1000000000,1
0,,0,,,,,,9,9,N,,,L,1,,,,,9.35,1000000000,1
0,804,0,,,,,0,23,5,N,Y,N,M,0,M,0,0,1,3.99,1000000000,1
0,,0,-99.45,,,,,,,,,,,,,0,0,1,9.35,1000000000,1
0,486,1,,,,,,11,8,N,Y,Y,M,0,,0,1,1,3.99,1000000000,1
1,720,0,,,,,,15,3,N,Y,N,M,0,M,0,0,0,3.99,1000000000,1
1,276,0,116.2,,0,5,13,8,,N,,,M,0,,0,1,1,3.99,1000000000,1
1,840,0,,,,,,14,9,N,Y,,L,0,,0,0,0,3.99,1000000000,1
0,,0,,,,,,17,9,N,Y,N,L,1,M,,,,10.1,1000000000,1
1,,0,,,,5,,14,3,N,,N,M,0,,1,0,0,9.35,1000000000,3
0,348,0,-1.69,,,,,9,9,N,,N,L,0,L,0,0,0,5.9,1000000000,1
1,,0,,,,,,,,,,,,,,0,1,0,9.35,1000000000,1
1,243,0,-75.57,,,,0,6,8,N,Y,,L,1,,0,0,0,3.99,1000000000,1
0,,0,,,,,,9,5,N,,,M,0,,,,,10.1,1000000000,3
1,340,0,,,0.6045,5,,17,7,N,Y,N,M,0,H,0,0,0,3.99,1000000000,1
1,,0,,,,,,17,7,N,Y,N,M,0,H,0,0,0,3.99,1000000000,1
1,2820,0,,,,,,12,8,N,Y,N,L,0,H,0,0,1,3.99,1000000000,1
1,360,1,2.33,,0.5,15,13,8,,N,,N,L,0,,0,1,0,2.99,1000000000,1
0,,0,,,,,,7,8,,Y,N,M,0,,0,0,0,3.99,1000000000,1
0,495,0,,,,,,14,8,N,Y,N,M,0,L,0,0,1,9.35,1000000000,1
1,2820,0,235.1,,0.6208,6,,12,8,N,Y,N,L,0,H,0,0,1,3.99,1000000000,1
0,420,1,66.32,,,,,12,4,N,Y,N,M,0,M,0,0,0,9.35,1000000000,1
1,399,0,-0.35,,0.4896,9,,11,6,N,Y,Y,M,0,H,0,1,1,2.99,1000000000,1
0,379,0,157.7,,,,,,,,,,,,,0,0,1,9.35,1000000000,1
0,379,0,157.7,,,,,,,,,,,,,0,0,1,3.99,1000000000,1
0,348,1,,,,,,9,9,N,Y,,L,1,,1,0,1,3.99,1000000000,3
0,,0,,,0.3667,6,0,9,8,N,Y,,M,0,,,,,3.99,1000000000,1
1,,0,93.21,,,,0,15,6,N,Y,Y,M,0,H,0,0,1,3.99,1000000000,1
1,,0,,,,,0,15,6,N,Y,Y,M,0,H,1,0,0,3.99,1000000000,3
0,423,0,,,,,,,,,,,,,,0,0,0,9.35,1000000000,1
0,600,1,,,,,,,,,,,,,,0,0,1,9.35,1000000000,1
0,600,1,,,,,,,,,,,,,,0,0,1,3.99,1000000000,1
1,468,1,-25.49,,0.7375,2,,9,6,N,Y,N,M,0,L,0,0,1,3.99,1000000000,1
1,450,0,390.3,,,,,,6,,,,M,0,,0,1,1,10.1,1000000000,1
1,,0,,,0.716,3,,13,5,N,Y,N,L,0,M,,,,3.99,1000000000,1
1,300,0,106.2,,0,11,10,7,,,,,M,0,,0,1,0,9.35,1000000000,1
0,739,0,-406.5,,,,,12,8,N,Y,N,M,0,M,0,0,1,2.99,1000000000,1
1,360,1,-9.37,,0,18,0,14,8,N,Y,N,L,0,M,0,1,0,9.35,1000000000,1
1,219,0,0,,0.5833,1,,1,9,N,,,L,1,,0,1,0,3.99,1000000000,1
0,322,0,0,,0.7772,6,,9,8,N,Y,N,M,0,M,0,0,0,9.35,1000000000,1
1,609,0,-71.78,,0.1333,4,,17,7,,Y,Y,M,0,,0,0,0,3.99,1000000000,1
1,563,0,55.5,,0.3565,23,,20,2,N,,,H,0,,1,0,1,9.35,1000000000,3
1,360,1,,,,,0,14,8,N,Y,N,L,0,M,0,1,0,9.35,1000000000,1
1,557,1,-65.62,,,,,,,,,,,,,0,0,0,10.1,1000000000,1
1,,1,54.69,,,,,,2,,,,H,0,,0,0,0,3.99,1000000000,1
1,,1,-95.54,,0.6929,3,,,2,,,,H,0,,0,0,0,3.99,1000000000,1
0,322,0,,,,,,9,8,N,Y,N,M,0,M,0,0,0,9.35,1000000000,1
1,661,0,-2.12,,,,,19,6,,Y,N,M,0,,0,1,0,9.35,1000000000,1
1,563,0,,,,,,20,2,N,,,H,0,,1,0,0,9.35,1000000000,3
1,162,0,125.6,,0,20,0,18,7,N,Y,N,M,0,M,0,0,1,3.99,1000000000,1
1,309,0,,,0.55,8,,11,8,,,,L,1,,0,1,0,5.9,1000000000,1
1,444,0,236.4,,0.75,3,0,10,4,N,Y,N,M,0,H,1,0,0,9.35,1000000000,3
1,119,0,45.14,,,,0,9,10,N,Y,N,L,1,,0,0,1,3.99,1000000000,1
1,1050,1,28.9,,0.6,7,,19,3,N,Y,N,M,0,H,1,0,0,2.99,1000000000,3
0,343,1,,,,,,6,8,,,,M,0,,0,1,1,9.35,1000000000,1
0,,0,,,,,,13,7,,Y,N,M,0,,,,,3.99,1000000000,1
0,240,0,,,,,,16,4,,Y,N,M,0,,0,0,0,3.99,1000000000,1
1,439,0,37.2,,,,,19,7,N,,,M,0,,0,0,0,9.35,1000000000,1
1,306,0,81.89,,,,,14,8,,Y,Y,M,0,,0,1,0,9.35,1000000000,1
0,240,0,,,,,,16,4,,Y,N,M,0,,0,0,0,9.35,1000000000,1
